ID,pred
8010,0.52419386480366
8011,0.6121971556087918
8012,0.5647315063606316
8013,0.5573324742790532
8014,0.512631634517305
8015,0.556938844570336
8016,0.5593314920002572
8017,0.5224481214436734
8018,0.5834102738634699
8019,0.5916281702957851
8020,0.5277210210542939
8021,0.5382576340815539
8022,0.5508000312770318
8023,0.5009039128741085
8024,0.5701619580909668
8025,0.4952031210885925
8026,0.5131203530141741
8027,0.6596176843971048
8028,0.5152047767298021
8029,0.4974505502810091
8030,0.5200703133695788
8031,0.5647630303279099
8032,0.5462143364198107
8033,0.5633993730409598
8034,0.5585475196274594
8035,0.5097414094647246
8036,0.607198792263137
8037,0.47227659024918156
8038,0.5649238287629204
8039,0.4936774148347134
8040,0.5661368952552532
8041,0.6023962468098639
8042,0.5037968927220517
8043,0.5660300237083522
8044,0.7361505074688836
8045,0.5467878623291296
8046,0.5065021930567403
8047,0.5012883314671066
8048,0.5211742231887388
8049,0.5192558182277944
8050,0.8045552839913985
8051,0.47658416486200506
8052,0.5146599930532556
8053,0.5219561764737948
8054,0.541289231640416
8055,0.5397816939204849
8056,0.4462599000769536
8057,0.4816078818266473
8058,0.44012435850771037
8059,0.43562506870045475
8060,0.44023473345355113
8061,0.4529401285557121
8062,0.38962299757913593
8063,0.4319163421946925
8064,0.4314151046278853
8065,0.4664796319217706
8066,0.49866432508621483
8067,0.431241519200571
8068,0.4638482990496364
8069,0.4567078452709622
8070,0.44927420774358545
8071,0.45794889338788985
8072,0.46778820167424895
8073,0.5153305270726661
8074,0.45745938165546524
8075,0.44032496648830743
8076,0.41467327738166765
8077,0.39205999539274977
8078,0.4197324950731234
8079,0.4472332351992023
8080,0.478410402857878
8081,0.475225613877608
8082,0.45647765471977114
8083,0.48757658404590337
8084,0.4619630614199164
8085,0.4691020870826258
8086,0.448371220585721
8087,0.45918712846819565
8088,0.44134666560896174
8089,0.4707107604693334
8090,0.4720893664777478
8091,0.4670120960807352
8092,0.4643355352405274
8093,0.4559238968876812
8094,0.4792941263253262
8095,0.4551840459184721
8096,0.4515636108819365
8097,0.46412862237228497
8098,0.45653532484322634
8099,0.4813863372208137
8100,0.4608154629072688
8101,0.4179721245529181
8102,0.42657480223403516
