index,y_pred
1491,0.8637247416544932
1492,0.2905548820818997
1493,0.3004943219614146
1494,0.2492946617086012
1495,0.22026860267384005
1496,0.21596611567885762
1497,0.46721889401359457
1498,0.25518297337914647
1499,0.22989510999524285
1500,0.8369422039530824
1501,0.21690634599774833
1502,0.24533161457969258
1503,0.2253636107843816
1504,0.26223073939944197
1505,0.19288081257900266
1506,0.2417423340142902
1507,0.19569157596607537
1508,0.7774685492477837
1509,0.2814829773509478
1510,0.2212836129829447
1511,0.26395495501794825
1512,0.2321008444310018
1513,0.9003746922545048
1514,0.5547015853114253
1515,0.1824303914582193
1516,0.2627326210625127
1517,0.9053694123059928
1518,0.2709101302277186
1519,0.11753309118647948
1520,0.20085037167805617
1521,0.8705229364307658
1522,0.09712692818966585
1523,0.19569157596607537
1524,0.23314166631698346
1525,0.2459548383760581
1526,0.2409151794330271
1527,0.21431439213788062
1528,0.22924253339166958
1529,0.21716789507360715
1530,0.21130907582351355
1531,0.19569157596607537
1532,0.19575876552784954
1533,0.5163148509793942
1534,0.4282996245363458
1535,0.2675583146761244
1536,0.24915740272521078
1537,0.2253636107843816
1538,0.1215834382651714
1539,0.4669780636263704
1540,0.27517934404806704
1541,0.21458968743654444
1542,0.22764839176446258
1543,0.1387523072290101
1544,0.26152670086956326
1545,0.8577454637429871
1546,0.24475404979406953
1547,0.9231081173950589
1548,0.23817621224493177
1549,0.2278939915611842
1550,0.26319763488145154
1551,0.37395886212208973
1552,0.22924253339166958
1553,0.917603297879227
1554,0.1967051733811152
1555,0.8634841322408734
1556,0.8763471675592294
1557,0.292692168484901
1558,0.2219751392345498
1559,0.30301201470584455
1560,0.21588270115835606
1561,0.2635044667298135
1562,0.21851379526136383
1563,0.275552495117651
1564,0.2432459963121792
1565,0.23018276371056035
1566,0.9221847964717941
1567,0.8946484497870354
1568,0.3096155496806466
1569,0.18883995628976977
1570,0.30494589427040997
1571,0.9339706752444026
1572,0.2811218685011873
1573,0.3321859277443478
1574,0.2348747392002438
1575,0.25404725379918536
1576,0.21458968743654444
1577,0.0822124956926717
1578,0.18736995181808186
1579,0.2046112511913801
1580,0.19062317982585508
1581,0.5057500804136913
1582,0.2213529860734039
1583,0.11753309118647948
1584,0.12972449678330297
1585,0.7670527357673024
1586,0.9013726201832719
1587,0.2267081614455719
1588,0.1965981655035443
1589,0.9389147856900257
1590,0.26411659195483494
1591,0.12972449678330297
1592,0.7922658168161741
1593,0.24614727171313455
1594,0.8998006401899323
1595,0.2710126733520754
1596,0.09712692818966585
1597,0.2709101302277186
1598,0.2624209925042852
1599,0.21697882627047915
1600,0.12559435821224854
1601,0.2251031617854111
1602,0.21244201738464863
1603,0.1891597056280456
1604,0.27233635345799834
1605,0.20980282718990773
1606,0.262123580031376
1607,0.20406896894971865
1608,0.9300228393923053
1609,0.21442538126275018
1610,0.26331921623781046
1611,0.8679230737330111
1612,0.8434551822162171
1613,0.19556387790304505
1614,0.26405424464551697
1615,0.24240017012218637
1616,0.2050569895940219
1617,0.250359248736968
1618,0.11608391440404246
1619,0.2492946617086012
1620,0.21484519667225271
1621,0.2406636261073344
1622,0.5468331157945666
1623,0.8627071630178699
1624,0.3060528741243291
1625,0.14244472775476
1626,0.222114938507202
1627,0.2322336800922505
1628,0.23302001856432997
1629,0.30407987897101196
1630,0.2406636261073344
1631,0.2718942261148292
1632,0.292692168484901
1633,0.3065369783070045
1634,0.26432522176369866
1635,0.21431439213788062
1636,0.8892027336905675
1637,0.27959072520353834
1638,0.21980680898317545
1639,0.8667200697263153
1640,0.2462163678270173
1641,0.21458968743654444
1642,0.275552495117651
1643,0.26796506708187534
1644,0.26263497783884704
1645,0.3065369783070045
1646,0.2334507646723398
1647,0.2846725228062562
1648,0.21106558914233545
1649,0.22546392809296686
1650,0.741781148744584
1651,0.9209310027873794
1652,0.6305607574538313
1653,0.2174267755776566
1654,0.9055777938413955
1655,0.12974885442236317
1656,0.222114938507202
1657,0.21833415575737367
1658,0.5269250976790948
1659,0.2355622320321441
1660,0.2164530403592962
1661,0.21596611567885762
1662,0.2254335582713441
1663,0.225901735529349
1664,0.2833472523543584
1665,0.06768191840301743
1666,0.5905321365712736
1667,0.21244201738464863
1668,0.22179715701083583
1669,0.2174267755776566
1670,0.5536266086423725
1671,0.8060265095416587
1672,0.8773601916800108
1673,0.2267081614455719
1674,0.35677530380411626
1675,0.5375492226361829
1676,0.2306660897988935
1677,0.14244472775476
1678,0.8501582299519856
1679,0.21833415575737367
1680,0.33833206241801705
1681,0.27233635345799834
1682,0.25369502005198796
1683,0.18785657590475785
1684,0.8679230737330111
1685,0.17806458712815587
1686,0.35526133464415827
1687,0.09417170092172272
1688,0.27095551046090427
1689,0.18883995628976977
1690,0.5595041546633632
1691,0.9335825165888701
1692,0.22459257795331664
1693,0.3650841745322104
1694,0.1215834382651714
1695,0.27739422628043126
1696,0.2370785465455313
1697,0.21794739857246895
1698,0.2253636107843816
1699,0.2267081614455719
1700,0.2476570198170381
1701,0.2709101302277186
1702,0.22118661268361214
1703,0.23632908701640012
1704,0.9016203875241254
1705,0.1436390199026955
1706,0.46721889401359457
1707,0.24609684506670806
1708,0.22624735083917652
1709,0.24243903368077888
1710,0.8857286711706446
1711,0.21458968743654444
1712,0.8767004449220132
1713,0.21690634599774833
1714,0.2050569895940219
1715,0.2476570198170381
1716,0.22796160616281433
1717,0.9271756929700291
1718,0.27336730020281275
1719,0.8631968083071672
1720,0.23009839600897186
1721,0.8557042683492448
1722,0.9221847964717941
1723,0.2993039713517278
1724,0.1879011087249581
1725,0.2267081614455719
1726,0.9339706752444026
1727,0.21458968743654444
1728,0.24263176699156352
1729,0.5583439845953093
1730,0.21834970668588533
1731,0.22558461388315415
1732,0.31946549721258605
1733,0.06768191840301743
1734,0.304310591363835
1735,0.5487450353707647
1736,0.518388501869324
1737,0.2306660897988935
1738,0.2708053498675843
