ID,pred
8010,0.5340410417412809
8011,0.6298765703234249
8012,0.5656273591855853
8013,0.5583415153491675
8014,0.5137620106923209
8015,0.5695189155026771
8016,0.5595276387361799
8017,0.5307818415693467
8018,0.6188221143001429
8019,0.6202940369243289
8020,0.5278521764436173
8021,0.5330206045729607
8022,0.56136512349931
8023,0.5118696817267119
8024,0.5701477576733645
8025,0.5191193027521566
8026,0.5248305630757212
8027,0.6274835991976229
8028,0.5053070092210115
8029,0.5131261765135499
8030,0.5335997548820378
8031,0.5852537474321775
8032,0.5452637924545112
8033,0.5762680966072593
8034,0.5605280721093457
8035,0.5212572517747075
8036,0.6066534782739691
8037,0.5047971312582696
8038,0.5727923900377332
8039,0.5128155891349725
8040,0.5748847577238465
8041,0.6239272294633568
8042,0.5176516397223944
8043,0.5461025504308682
8044,0.7257992904471906
8045,0.5474529309686147
8046,0.5165073827921118
8047,0.5090841258874713
8048,0.5035629607067428
8049,0.5302192824907066
8050,0.8301318085925056
8051,0.4892198016942871
8052,0.5000768690316232
8053,0.522135559172495
8054,0.5362423095438253
8055,0.5416876141983679
8056,0.4488018977710176
8057,0.46499329995457656
8058,0.45160717776754117
8059,0.4807525072339611
8060,0.442025365206641
8061,0.4563194474248186
8062,0.4426270805960705
8063,0.4355782888348086
8064,0.4294160623275561
8065,0.4405618794946407
8066,0.4743652223407605
8067,0.4340091375326031
8068,0.44187122863499223
8069,0.47281939821579394
8070,0.4507337936390408
8071,0.46191696960965223
8072,0.4557070433068087
8073,0.490149352321246
8074,0.4397506188489
8075,0.43718875334540946
8076,0.4208946774640016
8077,0.42163166487449566
8078,0.4300073667139506
8079,0.4388777574164152
8080,0.4648466629087982
8081,0.4513628064037994
8082,0.4570576505066586
8083,0.46365759034399134
8084,0.44333179103952103
8085,0.43139790582790444
8086,0.44913844413298365
8087,0.44768492928162457
8088,0.4428434343128447
8089,0.4583076079452808
8090,0.4514886664918977
8091,0.44122335875609525
8092,0.4443661374957572
8093,0.4537526558676334
8094,0.4618951917966933
8095,0.44906850412031835
8096,0.4620147152136174
8097,0.45988529525217303
8098,0.4472592176395459
8099,0.45905478400896166
8100,0.45652862614211465
8101,0.4355950678985484
8102,0.4478568507343918
8103,0.4574062136943464
8104,0.4397949666449235
8105,0.4470742163336946
8106,0.4362807926020213
8107,0.4566871199462551
8108,0.447575116193091
8109,0.45231955339786933
8110,0.4439148729051819
8111,0.4348232343127507
8112,0.44258524957342404
8113,0.4490392861692313
8114,0.6712191331845241
8115,0.4252220793292427
8116,0.4502510557729452
8117,0.44989168895355836
8118,0.43431533707070474
8119,0.43932819032463444
8120,0.42843993652533413
8121,0.4386521533853
8122,0.4437213084810756
8123,0.4398993661159217
8124,0.4569423088625844
8125,0.4552892466972023
8126,0.4418670366560353
8127,0.43813444812289076
8128,0.44967680074471467
8129,0.4387081341505561
8130,0.4413803521848261
8131,0.4523819773394017
8132,0.46858536039072096
8133,0.4363229638198507
8134,0.45040813186866663
8135,0.45192220485627055
8136,0.42356047511110984
8137,0.4469372203399071
8138,0.4630460969861587
8139,0.44458047050266486
8140,0.4321131122608062
8141,0.4766064977226726
8142,0.4710316996594161
